Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,mTurkId,BirthYear,birthYear,pv1,pv2,pv3,pv4,pv5,pv6,pv7,pv8,pv9,pv10,pv11,pv12,pv13,pv14,pv15,pv16,pv17,pv18,pv19,pv20,pv21,amzConnect,amxConnect,aplConnect,bmwConnect,budConnect,cheConnect,chvConnect,ckeConnect,disConnect,fbkConnect,gglConnect,harConnect,hboConnect,ikeConnect,legConnect,levConnect,mcdConnect,mbeConnect,nikConnect,pepConnect,swaConnect,sbxConnect,tarConnect,toyConnect,visConnect,primBSC,primPRM,primOE,primPurch,primNPS - Group,primNPS,primTraits - Groups - Choose up to 3 words,primTraits - Ranks - Choose up to 3 words - Friendly - Rank,primTraits - Ranks - Choose up to 3 words - Reliable - Rank,primTraits - Ranks - Choose up to 3 words - Caring - Rank,primTraits - Ranks - Choose up to 3 words - Trustworthy - Rank,primTraits - Ranks - Choose up to 3 words - Cool - Rank,primTraits - Ranks - Choose up to 3 words - Creative - Rank,primTraits - Ranks - Choose up to 3 words - Simple - Rank,primTraits - Ranks - Choose up to 3 words - Innovative - Rank,primTraits - Ranks - Choose up to 3 words - Convenient - Rank,primTraits - Ranks - Choose up to 3 words - Exclusive - Rank,primTraits - Ranks - Choose up to 3 words - Exciting - Rank,primDist,secBSC,secPRM,secOE,secPurch,secNPS - Group,secNPS,secTraits - Groups - Choose up to 3 words,secTraits - Ranks - Choose up to 3 words - Friendly - Rank,secTraits - Ranks - Choose up to 3 words - Reliable - Rank,secTraits - Ranks - Choose up to 3 words - Caring - Rank,secTraits - Ranks - Choose up to 3 words - Trustworthy - Rank,secTraits - Ranks - Choose up to 3 words - Cool - Rank,secTraits - Ranks - Choose up to 3 words - Creative - Rank,secTraits - Ranks - Choose up to 3 words - Simple - Rank,secTraits - Ranks - Choose up to 3 words - Innovative - Rank,secTraits - Ranks - Choose up to 3 words - Convenient - Rank,secTraits - Ranks - Choose up to 3 words - Exclusive - Rank,secTraits - Ranks - Choose up to 3 words - Exciting - Rank,secDist,zip,attentionCK - Selected Choice,attentionCK - Other - Text,education,employment,relStatus,hispanic,ethnicity - Selected Choice,ethnicity - Other (please specify) - Text,secBSC,Score,RVid,isNew,Score,GeoIP,Country,OldId,OldIDDate,Domain,FraudProfileScore,FPF1,FPF2,FPF3,FPF4,FPF5,FPF6,FPF7,FPF8,FPF9,FPF10,FPF11,FPF12,FPF13,FPF14,FraudFlagCount,RVIDHash2,isMobile,WhiteList,SurveyCode,SubPron,ObjPron,PosPron,SelfPron,DrillDown,Code1,Brand,Image,Code2,CompleteOverall
6/5/18 16:24,6/5/18 16:29,0,162.198.201.8,100,316,1,6/5/18 16:29,R_2y2dHdZB4Mzmp4c,,,,,35.84950256,-79.03410339,anonymous,EN,AA4KKLIU4C3NY,1,1976,5,1,6,2,4,4,2,4,5,4,5,6,2,3,4,3,2,6,4,1,4,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,3,4,reliability,2,2,8,"2,4,5",,1,,2,,,,,3,,,3,3,3,fun,16,2,8,"6,9,7",,,,,1,3,,2,,,,2,27707,11,brand,4,1,5,2,1,,3,7,6FE74206-4D63-4E27-8093-F7909EE94E77,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,att.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03bf95ea815b4445c621a990480f8d70e9c083b6b1c8eece7ffdc1240d154396,0,,89717904,he,him,his,himself,0,TOY,LEGO,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_dam8ZrAjMv8y8v3,LEG,1
6/5/18 16:22,6/5/18 16:29,0,71.237.59.12,100,447,1,6/5/18 16:29,R_8wFf26so2BJTzfX,,,,,39.92849731,-104.9559021,anonymous,EN,A6JKKANO7F4KD,1,1961,2,2,3,3,5,3,4,3,5,3,4,5,3,5,2,5,1,5,3,4,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,3,4,beer,3,1,6,"2,5,4",,1,,3,,,,,2,,,2,3,4,jeans,1,2,7,"4,2,8",,2,,1,,,3,,,,,3,80241,11,brand,4,7,1,2,1,,6,5,705113BD-81CC-4221-882F-9698780E5D6F,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,c9f7f6041e5e487026f074dd9f568e38ff50664b0a87420fd622d971e6efb563,0,,62159498,he,him,his,himself,0,BUD,LEVI'S,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2bj54WXn7qUlY3P,LEV,1
6/5/18 16:22,6/5/18 16:29,0,70.139.233.1,100,447,1,6/5/18 16:29,R_1hyYFsDgVedhVWs,,,,,29.88130188,-95.45410156,anonymous,EN,A3LECJA9RVQQKZ,2,1954,6,2,6,2,4,3,1,4,4,3,6,2,2,1,3,4,2,3,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,4,C320,4,3,10,"6,11,12",,,,,1,,,,,2,3,5,3,4,Prime,1,3,10,"9,5,2",,3,,,,,,1,2,,,5,77002,11,brand,3,7,3,2,1,,1,2,5023FF8B-27ED-47C4-85D0-CE21D999C69B,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,att.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b8fbbad8aaeaa3f7fa25dd8dda042de480bc776a4ebc4bc4cd073247825cb7c8,0,,77705633,she,her,her,herself,0,MBE,AMAZON,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9twEyVzuAhvgRvf,AMZ,1
6/5/18 16:23,6/5/18 16:30,0,98.176.238.152,100,418,1,6/5/18 16:30,R_1Fzcu7OGRC4QNnj,,,,,32.63609314,-117.0531998,anonymous,EN,A39Q4SNT7SRK94,1,1990,6,6,6,1,6,4,6,6,6,6,6,6,1,6,4,6,1,6,6,1,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,Loyalty,4,1,2,"2,3,4",,1,2,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,91913,11,brand,4,1,1,2,3,,7,0,9C30004D-E620-4837-BE2D-3F854B5B96F3,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,cox.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6d1baffc8394818f65f2e6d23869b5b0649b9fce54418ad00c96329dbf443eb3,0,,82746124,he,him,his,himself,0,,,,,1
6/5/18 16:25,6/5/18 16:30,0,65.30.5.159,100,313,1,6/5/18 16:30,R_XBxriy4qzmcVq8h,,,,,43.03019714,-88.21530151,anonymous,EN,A33QIOA2EYW0LC,2,1984,6,4,3,2,5,2,2,5,5,2,6,4,3,5,2,5,4,4,3,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,4,5,furniture,1,3,10,"8,9,6",,,,,3,,1,2,,,,4,3,4,Jeans,1,3,10,"4,2,5",,2,,1,,,,,3,,,5,53188,11,brand,4,3,3,2,1,,3,11,EBAA56BA-6B29-4CD3-98A8-0992A65A82D1,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,twcable.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5862248492da107d96aeba0f582594798d0b5694e37655acf4c9df2bb4063bf0,0,,70075376,she,her,her,herself,0,IKE,LEVI'S,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2bj54WXn7qUlY3P,LEV,1
6/5/18 16:22,6/5/18 16:31,0,50.109.239.213,100,533,1,6/5/18 16:31,R_2zGi7lAF1vnWAJf,,,,,44.95440674,-122.7137985,anonymous,EN,A33AZCOKCCTUXV,1,1979,4,1,6,1,6,1,4,1,5,3,6,5,1,4,1,4,1,5,6,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,4,childhood,2,1,5,"11,7,6",,,,,3,2,,,,1,,2,4,3,easy,1,2,7,"5,8,2",,3,,,,,2,,1,,,4,97420,11,brand,3,5,5,2,1,,1,2,0EFC8F4F-5C6E-48D6-B61A-2DD8D4A242BC,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,frontier.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89596884620a29acfb8f88868a691289b82053b9f5a871fa65277f588feaed84,0,,63882628,he,him,his,himself,0,LEG,AMAZON,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9twEyVzuAhvgRvf,AMZ,1
6/5/18 16:23,6/5/18 16:32,0,75.168.102.47,100,555,1,6/5/18 16:32,R_yBFsaXiHjKiSB3z,,,,,44.93580627,-93.1631012,anonymous,EN,A24F1UPER626KR,1,1975,4,1,5,3,2,4,3,3,5,2,6,4,2,5,2,3,2,6,5,1,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,4,5,reliability,4,3,10,"2,4,5",,1,,2,,,,,3,,,2,4,5,affordable,3,3,10,"5,4,2",,3,,2,,,,,1,,,2,55106,11,brand,4,1,5,2,1,,2,6,4913F81A-A188-4AF2-A15F-C9AFB7AD2457,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,qwest.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20d11e9a6b75b79cfac8dc29bfc05edc4b2fe7c04537b782afd16d56ccca8831,0,,40452073,he,him,his,himself,0,TOY,LEVI'S,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2bj54WXn7qUlY3P,LEV,1
6/5/18 16:28,6/5/18 16:33,0,68.103.182.124,100,343,1,6/5/18 16:33,R_zbPTjVRD5iGmGWZ,,,,,37.68200684,-97.1713028,anonymous,EN,A1O0BGHFTMPQM0,2,1983,4,3,6,3,6,1,2,5,3,2,6,1,2,5,1,3,2,4,6,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,3,4,effecient,4,3,9,"4,1,2",2,3,,1,,,,,,,,3,4,5,inexpensive,16,3,10,"12,8,6",,,,,3,,2,,,,1,4,67203,11,brand,5,1,5,2,1,,2,6,1071B134-C040-483A-820D-E2D5729654FF,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,cox.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bbc58e0b10e08b8eeb7f7a75fbaa95872589a826efac37a55ce8733eab73a8ba,0,,31350133,she,her,her,herself,0,SWA,IKEA,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_eD8wDaWnwqiuEM5,IKE,1
6/5/18 16:27,6/5/18 16:36,0,76.23.61.247,100,524,1,6/5/18 16:36,R_3h6eTlBSRXtPtWY,,,,,40.58700562,-111.9878006,anonymous,EN,A125KW9P18V5Z1,1,1980,6,4,6,6,4,4,3,5,2,3,6,5,5,2,5,5,3,5,6,1,5,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,1,1,3,4,amber,4,1,5,"2,5,8",,1,,,,,3,,2,,,2,3,3,american,16,1,6,"4,8,2",,3,,1,,,2,,,,,4,84029,11,brand,4,6,1,2,1,,2,12,0BBD1B97-D3C6-45C6-9BC8-5E08FCC91476,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7f181fcde8266b2305cf5e27f11be204807d5f4489e51098733c7b64bc4e7df0,0,,44826395,he,him,his,himself,0,BUD,CHEVROLET,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8CdirRuRg1f5iWV,CHV,1
6/5/18 16:29,6/5/18 16:36,0,67.181.174.153,100,434,1,6/5/18 16:36,R_2sZUPFbKgPE49Nk,,,,,38.64500427,-121.4403992,anonymous,EN,A1PUHCEBSOWETV,1,1996,5,5,4,4,5,4,5,6,2,4,5,4,4,4,3,5,4,3,4,4,4,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,A nice breakfast.,1,2,8,"4,2,8",,2,,1,,,3,,,,,3,4,5,Searching the internet,1,3,10,"12,5,4",,,,3,,,,,2,,1,5,90713,11,brand,4,6,5,2,1,,5,3,C0643C93-8488-44F1-B450-C0E4CB5C7339,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,comcast.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eced07e4d2ed50ba49d5f5dff2c6ce68efc4a9143faeb0497d7c5aa5404dc5f3,0,,26849838,he,him,his,himself,0,CHE,GOOGLE,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_3TSfvcRP988qHn7,GGL,1
6/5/18 16:30,6/5/18 16:37,0,173.170.194.115,100,378,1,6/5/18 16:37,R_1i4N7JbUAIAtBXd,,,,,28.48379517,-82.51300049,anonymous,EN,A26A4HEBGP2MOX,1,1978,6,1,6,3,2,6,1,6,2,2,6,6,3,5,5,1,1,6,6,2,3,1,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,1,3,5,Innovative,2,3,9,"9,4,2",,3,,2,,,,1,,,,2,5,5,Comfort,1,3,10,"8,5,4",,,,3,,,1,,2,,,4,34609,11,brand,4,1,1,2,1,,1,11,08FE1F6A-6A3C-4AA4-B1F1-2C2F140338E5,TRUE,2,1,US,0,1/1/0001 12:00:00 AM,twcable.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a87cdde44ae38ada3c74b7532eb598dcbdc026e3b7e5b6e60db7ec4582a2bb8b,0,,61191618,he,him,his,himself,0,BMW,LEVI'S,https://unitedtalent.co1.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2bj54WXn7qUlY3P,LEV,1
